kappa,h,p,estimator,budget,comparison,equal_CNOT_shots_completed,gate_shots,counts,fingerprint,scope
0.45,0.0125,0,raw,10000,equal_total_shots,False,70000,results/stage6_v1/end_to_end/measurements/ddf10da4f3f82a067cfa696eee527f99247bd5deebae63cecd4e3d4aef0f3a87.npz,ddf10da4f3f82a067cfa696eee527f99247bd5deebae63cecd4e3d4aef0f3a87,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.1625,0.01,zne_quadratic,10000,equal_total_shots,False,3809746,results/stage6_v1/end_to_end/measurements/d8749246e033a05e4854fbf10846ee985e8c384dd0f1f330cf2c9464f5eb41bf.npz,1ec03882d99d71b354c7f651f222e0991e1cf20c8b8790914ecadec6e61ccf47,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.1625,0.01,zne_quadratic,100000,equal_total_shots,False,38099746,results/stage6_v1/end_to_end/measurements/d8749246e033a05e4854fbf10846ee985e8c384dd0f1f330cf2c9464f5eb41bf.npz,1ec03882d99d71b354c7f651f222e0991e1cf20c8b8790914ecadec6e61ccf47,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.1625,0.01,sv,10000,equal_total_shots,False,1270000,results/stage6_v1/end_to_end/measurements/da5253a3d2e2b2940b1be8899f06285ce6987037e9ecb69c1f501adf7a2e861a.npz,da5253a3d2e2b2940b1be8899f06285ce6987037e9ecb69c1f501adf7a2e861a,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.1625,0.01,sv,100000,equal_total_shots,False,12700000,results/stage6_v1/end_to_end/measurements/da5253a3d2e2b2940b1be8899f06285ce6987037e9ecb69c1f501adf7a2e861a.npz,da5253a3d2e2b2940b1be8899f06285ce6987037e9ecb69c1f501adf7a2e861a,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.1625,0.05,raw,10000,equal_total_shots,False,1270000,results/stage6_v1/end_to_end/measurements/dce8af1390b58ce6c348d2aba52917966cd37a1c675a55424efb684566cff152.npz,dce8af1390b58ce6c348d2aba52917966cd37a1c675a55424efb684566cff152,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.1625,0.05,raw,100000,equal_total_shots,False,12700000,results/stage6_v1/end_to_end/measurements/dce8af1390b58ce6c348d2aba52917966cd37a1c675a55424efb684566cff152.npz,dce8af1390b58ce6c348d2aba52917966cd37a1c675a55424efb684566cff152,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.1625,0.05,zne,10000,equal_total_shots,False,3809746,results/stage6_v1/end_to_end/measurements/fd91e40644fa47c16b35d365fc80a0dd9a7c239b1e4c3592e92e5fddda622fab.npz,fd91e40644fa47c16b35d365fc80a0dd9a7c239b1e4c3592e92e5fddda622fab,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.1625,0.05,zne,100000,equal_total_shots,False,38099746,results/stage6_v1/end_to_end/measurements/fd91e40644fa47c16b35d365fc80a0dd9a7c239b1e4c3592e92e5fddda622fab.npz,fd91e40644fa47c16b35d365fc80a0dd9a7c239b1e4c3592e92e5fddda622fab,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.1625,0.05,zne_quadratic,10000,equal_total_shots,False,3809746,results/stage6_v1/end_to_end/measurements/fd91e40644fa47c16b35d365fc80a0dd9a7c239b1e4c3592e92e5fddda622fab.npz,4b9762a2f0b9c8f9a1261996c91679adbf3bb056f21ff693777863c12611d372,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.1625,0.05,zne_quadratic,100000,equal_total_shots,False,38099746,results/stage6_v1/end_to_end/measurements/fd91e40644fa47c16b35d365fc80a0dd9a7c239b1e4c3592e92e5fddda622fab.npz,4b9762a2f0b9c8f9a1261996c91679adbf3bb056f21ff693777863c12611d372,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.1625,0.05,sv,10000,equal_total_shots,False,1270000,results/stage6_v1/end_to_end/measurements/8e57592dcbd48dc88dfcd063038e92f0ad081ea9db59ff140dc6085649b5447b.npz,8e57592dcbd48dc88dfcd063038e92f0ad081ea9db59ff140dc6085649b5447b,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.1625,0.05,sv,100000,equal_total_shots,False,12700000,results/stage6_v1/end_to_end/measurements/8e57592dcbd48dc88dfcd063038e92f0ad081ea9db59ff140dc6085649b5447b.npz,8e57592dcbd48dc88dfcd063038e92f0ad081ea9db59ff140dc6085649b5447b,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.175,0,raw,10000,equal_total_shots,False,1280000,results/stage6_v1/end_to_end/measurements/1b52f38be7fae5e9ac3e91111df01646c9b3f6aa536d28e5fd07e3d63afbf23f.npz,1b52f38be7fae5e9ac3e91111df01646c9b3f6aa536d28e5fd07e3d63afbf23f,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.175,0,raw,100000,equal_total_shots,False,12800000,results/stage6_v1/end_to_end/measurements/1b52f38be7fae5e9ac3e91111df01646c9b3f6aa536d28e5fd07e3d63afbf23f.npz,1b52f38be7fae5e9ac3e91111df01646c9b3f6aa536d28e5fd07e3d63afbf23f,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.175,0,zne,10000,equal_total_shots,False,3839744,results/stage6_v1/end_to_end/measurements/460ec0f487410854b60a97524b2c0bb30ad4acc0141c040eff36c22c2b107c68.npz,460ec0f487410854b60a97524b2c0bb30ad4acc0141c040eff36c22c2b107c68,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.175,0,zne,100000,equal_total_shots,False,38399744,results/stage6_v1/end_to_end/measurements/460ec0f487410854b60a97524b2c0bb30ad4acc0141c040eff36c22c2b107c68.npz,460ec0f487410854b60a97524b2c0bb30ad4acc0141c040eff36c22c2b107c68,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.175,0,zne_quadratic,10000,equal_total_shots,False,3839744,results/stage6_v1/end_to_end/measurements/460ec0f487410854b60a97524b2c0bb30ad4acc0141c040eff36c22c2b107c68.npz,4ec6a0150b0c36b875bf811022a127ceffaaa051a36f80cdc446f82a1caeb7e0,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.175,0,zne_quadratic,100000,equal_total_shots,False,38399744,results/stage6_v1/end_to_end/measurements/460ec0f487410854b60a97524b2c0bb30ad4acc0141c040eff36c22c2b107c68.npz,4ec6a0150b0c36b875bf811022a127ceffaaa051a36f80cdc446f82a1caeb7e0,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.175,0,sv,10000,equal_total_shots,False,1280000,results/stage6_v1/end_to_end/measurements/c934486f3e7841c80dc3d7e84363a5e19fcc92ed6a15be7af9f12b64256e28e0.npz,c934486f3e7841c80dc3d7e84363a5e19fcc92ed6a15be7af9f12b64256e28e0,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.175,0,sv,100000,equal_total_shots,False,12800000,results/stage6_v1/end_to_end/measurements/c934486f3e7841c80dc3d7e84363a5e19fcc92ed6a15be7af9f12b64256e28e0.npz,c934486f3e7841c80dc3d7e84363a5e19fcc92ed6a15be7af9f12b64256e28e0,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.175,0.01,raw,10000,equal_total_shots,False,1280000,results/stage6_v1/end_to_end/measurements/6da1f63a30555a39e1e494f80ea709b0192754c74e9554026a1d869d0475eb2b.npz,6da1f63a30555a39e1e494f80ea709b0192754c74e9554026a1d869d0475eb2b,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.175,0.01,raw,100000,equal_total_shots,False,12800000,results/stage6_v1/end_to_end/measurements/6da1f63a30555a39e1e494f80ea709b0192754c74e9554026a1d869d0475eb2b.npz,6da1f63a30555a39e1e494f80ea709b0192754c74e9554026a1d869d0475eb2b,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.175,0.01,zne,10000,equal_total_shots,False,3839744,results/stage6_v1/end_to_end/measurements/86f6db3fa2d9172e0a27535b6f20d6d8a1af5257dfda126bd699ca27a60ac40c.npz,86f6db3fa2d9172e0a27535b6f20d6d8a1af5257dfda126bd699ca27a60ac40c,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.175,0.01,zne,100000,equal_total_shots,False,38399744,results/stage6_v1/end_to_end/measurements/86f6db3fa2d9172e0a27535b6f20d6d8a1af5257dfda126bd699ca27a60ac40c.npz,86f6db3fa2d9172e0a27535b6f20d6d8a1af5257dfda126bd699ca27a60ac40c,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.175,0.01,zne_quadratic,10000,equal_total_shots,False,3839744,results/stage6_v1/end_to_end/measurements/86f6db3fa2d9172e0a27535b6f20d6d8a1af5257dfda126bd699ca27a60ac40c.npz,427e5b92c3cc66c6c218fde5b6460a05251dc251b7f93f5afa12d8c478df53b1,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.175,0.01,zne_quadratic,100000,equal_total_shots,False,38399744,results/stage6_v1/end_to_end/measurements/86f6db3fa2d9172e0a27535b6f20d6d8a1af5257dfda126bd699ca27a60ac40c.npz,427e5b92c3cc66c6c218fde5b6460a05251dc251b7f93f5afa12d8c478df53b1,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.175,0.01,sv,10000,equal_total_shots,False,1280000,results/stage6_v1/end_to_end/measurements/64182a591102f5fd866c00e058af18fce4ef8fc4974d49319ad3ac5c58944f5a.npz,64182a591102f5fd866c00e058af18fce4ef8fc4974d49319ad3ac5c58944f5a,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.175,0.01,sv,100000,equal_total_shots,False,12800000,results/stage6_v1/end_to_end/measurements/64182a591102f5fd866c00e058af18fce4ef8fc4974d49319ad3ac5c58944f5a.npz,64182a591102f5fd866c00e058af18fce4ef8fc4974d49319ad3ac5c58944f5a,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.175,0.05,raw,10000,equal_total_shots,False,1280000,results/stage6_v1/end_to_end/measurements/0420c08624c33dda768a90263eb766e549b9ddd0e46af51b9349ada7ec583f2d.npz,0420c08624c33dda768a90263eb766e549b9ddd0e46af51b9349ada7ec583f2d,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.175,0.05,raw,100000,equal_total_shots,False,12800000,results/stage6_v1/end_to_end/measurements/0420c08624c33dda768a90263eb766e549b9ddd0e46af51b9349ada7ec583f2d.npz,0420c08624c33dda768a90263eb766e549b9ddd0e46af51b9349ada7ec583f2d,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.175,0.05,zne,10000,equal_total_shots,False,3839744,results/stage6_v1/end_to_end/measurements/e45258b49c55e698b929d2d7512f7052596116ab92a6c4dbf2dcb77151aea9f6.npz,e45258b49c55e698b929d2d7512f7052596116ab92a6c4dbf2dcb77151aea9f6,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.175,0.05,zne,100000,equal_total_shots,False,38399744,results/stage6_v1/end_to_end/measurements/e45258b49c55e698b929d2d7512f7052596116ab92a6c4dbf2dcb77151aea9f6.npz,e45258b49c55e698b929d2d7512f7052596116ab92a6c4dbf2dcb77151aea9f6,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.175,0.05,zne_quadratic,10000,equal_total_shots,False,3839744,results/stage6_v1/end_to_end/measurements/e45258b49c55e698b929d2d7512f7052596116ab92a6c4dbf2dcb77151aea9f6.npz,3f916ddd2df2ef8f28d3ce5123e31bb56fbae43ea2bf157f60128f849d1e8d07,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.175,0.05,zne_quadratic,100000,equal_total_shots,False,38399744,results/stage6_v1/end_to_end/measurements/e45258b49c55e698b929d2d7512f7052596116ab92a6c4dbf2dcb77151aea9f6.npz,3f916ddd2df2ef8f28d3ce5123e31bb56fbae43ea2bf157f60128f849d1e8d07,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.175,0.05,sv,10000,equal_total_shots,False,1280000,results/stage6_v1/end_to_end/measurements/edbb2cd62470af9f0bf75a06810262a7a386f5902da8e04bc8c187217abe8327.npz,edbb2cd62470af9f0bf75a06810262a7a386f5902da8e04bc8c187217abe8327,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.175,0.05,sv,100000,equal_total_shots,False,12800000,results/stage6_v1/end_to_end/measurements/edbb2cd62470af9f0bf75a06810262a7a386f5902da8e04bc8c187217abe8327.npz,edbb2cd62470af9f0bf75a06810262a7a386f5902da8e04bc8c187217abe8327,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.1875,0,raw,10000,equal_total_shots,False,1280000,results/stage6_v1/end_to_end/measurements/1fc254ea1d248b88951678094217780c022203c286425f47dc1ec313d99e14c1.npz,1fc254ea1d248b88951678094217780c022203c286425f47dc1ec313d99e14c1,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.1875,0,raw,100000,equal_total_shots,False,12800000,results/stage6_v1/end_to_end/measurements/1fc254ea1d248b88951678094217780c022203c286425f47dc1ec313d99e14c1.npz,1fc254ea1d248b88951678094217780c022203c286425f47dc1ec313d99e14c1,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.1875,0,zne,10000,equal_total_shots,False,3839744,results/stage6_v1/end_to_end/measurements/5bea4b91cb059bf2aaf7307657e999527dc953ca1f7a8e73d06a29d4b5ea573b.npz,5bea4b91cb059bf2aaf7307657e999527dc953ca1f7a8e73d06a29d4b5ea573b,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.1875,0,zne,100000,equal_total_shots,False,38399744,results/stage6_v1/end_to_end/measurements/5bea4b91cb059bf2aaf7307657e999527dc953ca1f7a8e73d06a29d4b5ea573b.npz,5bea4b91cb059bf2aaf7307657e999527dc953ca1f7a8e73d06a29d4b5ea573b,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.1875,0,zne_quadratic,10000,equal_total_shots,False,3839744,results/stage6_v1/end_to_end/measurements/5bea4b91cb059bf2aaf7307657e999527dc953ca1f7a8e73d06a29d4b5ea573b.npz,83685b3a045e572fb936a74e961757004cbd2727b7eded964aba7a263e19695b,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.1875,0,zne_quadratic,100000,equal_total_shots,False,38399744,results/stage6_v1/end_to_end/measurements/5bea4b91cb059bf2aaf7307657e999527dc953ca1f7a8e73d06a29d4b5ea573b.npz,83685b3a045e572fb936a74e961757004cbd2727b7eded964aba7a263e19695b,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.1875,0,sv,10000,equal_total_shots,False,1280000,results/stage6_v1/end_to_end/measurements/bead9ea84d21e14e7bb788f5707a64779561069a71238e4de7ec294f003d76bc.npz,bead9ea84d21e14e7bb788f5707a64779561069a71238e4de7ec294f003d76bc,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.1875,0,sv,100000,equal_total_shots,False,12800000,results/stage6_v1/end_to_end/measurements/bead9ea84d21e14e7bb788f5707a64779561069a71238e4de7ec294f003d76bc.npz,bead9ea84d21e14e7bb788f5707a64779561069a71238e4de7ec294f003d76bc,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.1875,0.01,raw,10000,equal_total_shots,False,1280000,results/stage6_v1/end_to_end/measurements/b05ed464015edda54ca98920e7443c850ef6dad37f047ccfaab20541b6244d5a.npz,b05ed464015edda54ca98920e7443c850ef6dad37f047ccfaab20541b6244d5a,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.1875,0.01,raw,100000,equal_total_shots,False,12800000,results/stage6_v1/end_to_end/measurements/b05ed464015edda54ca98920e7443c850ef6dad37f047ccfaab20541b6244d5a.npz,b05ed464015edda54ca98920e7443c850ef6dad37f047ccfaab20541b6244d5a,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.1875,0.01,zne,10000,equal_total_shots,False,3839744,results/stage6_v1/end_to_end/measurements/04da8e45653d88280af69ddc5806250d80fe3715e41f3aa7eff0c96fb1378339.npz,04da8e45653d88280af69ddc5806250d80fe3715e41f3aa7eff0c96fb1378339,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.1875,0.01,zne,100000,equal_total_shots,False,38399744,results/stage6_v1/end_to_end/measurements/04da8e45653d88280af69ddc5806250d80fe3715e41f3aa7eff0c96fb1378339.npz,04da8e45653d88280af69ddc5806250d80fe3715e41f3aa7eff0c96fb1378339,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.1875,0.01,zne_quadratic,10000,equal_total_shots,False,3839744,results/stage6_v1/end_to_end/measurements/04da8e45653d88280af69ddc5806250d80fe3715e41f3aa7eff0c96fb1378339.npz,82aa9478462e3ef900c9d09eccc93ca7618760f122f49254c6e736fdf2e2c4c2,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.1875,0.01,zne_quadratic,100000,equal_total_shots,False,38399744,results/stage6_v1/end_to_end/measurements/04da8e45653d88280af69ddc5806250d80fe3715e41f3aa7eff0c96fb1378339.npz,82aa9478462e3ef900c9d09eccc93ca7618760f122f49254c6e736fdf2e2c4c2,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.1875,0.01,sv,10000,equal_total_shots,False,1280000,results/stage6_v1/end_to_end/measurements/8e3f21b902544166f00f2b6337063746f611dde8b89706a243ab95ae63f877a4.npz,8e3f21b902544166f00f2b6337063746f611dde8b89706a243ab95ae63f877a4,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.1875,0.01,sv,100000,equal_total_shots,False,12800000,results/stage6_v1/end_to_end/measurements/8e3f21b902544166f00f2b6337063746f611dde8b89706a243ab95ae63f877a4.npz,8e3f21b902544166f00f2b6337063746f611dde8b89706a243ab95ae63f877a4,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.1875,0.05,raw,10000,equal_total_shots,False,1280000,results/stage6_v1/end_to_end/measurements/2cf9eb8f29d6cf0fd36dd34fbd73586ffc83359adbc0b824c8e3d59d12ead5db.npz,2cf9eb8f29d6cf0fd36dd34fbd73586ffc83359adbc0b824c8e3d59d12ead5db,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.1875,0.05,raw,100000,equal_total_shots,False,12800000,results/stage6_v1/end_to_end/measurements/2cf9eb8f29d6cf0fd36dd34fbd73586ffc83359adbc0b824c8e3d59d12ead5db.npz,2cf9eb8f29d6cf0fd36dd34fbd73586ffc83359adbc0b824c8e3d59d12ead5db,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.1875,0.05,zne,10000,equal_total_shots,False,3839744,results/stage6_v1/end_to_end/measurements/58b9a95f266ebf82c8b03ec4dce3e6879636de3ae67528d100824f2ec30960c5.npz,58b9a95f266ebf82c8b03ec4dce3e6879636de3ae67528d100824f2ec30960c5,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.1875,0.05,zne,100000,equal_total_shots,False,38399744,results/stage6_v1/end_to_end/measurements/58b9a95f266ebf82c8b03ec4dce3e6879636de3ae67528d100824f2ec30960c5.npz,58b9a95f266ebf82c8b03ec4dce3e6879636de3ae67528d100824f2ec30960c5,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.1875,0.05,zne_quadratic,10000,equal_total_shots,False,3839744,results/stage6_v1/end_to_end/measurements/58b9a95f266ebf82c8b03ec4dce3e6879636de3ae67528d100824f2ec30960c5.npz,59194107ebe8271f7b3344f838f84040d72bef2669d2877c95bbf49cfd58ce23,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.1875,0.05,zne_quadratic,100000,equal_total_shots,False,38399744,results/stage6_v1/end_to_end/measurements/58b9a95f266ebf82c8b03ec4dce3e6879636de3ae67528d100824f2ec30960c5.npz,59194107ebe8271f7b3344f838f84040d72bef2669d2877c95bbf49cfd58ce23,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.1875,0.05,sv,10000,equal_total_shots,False,1280000,results/stage6_v1/end_to_end/measurements/b2d3a86395f6e89402efff697ac9d09fd770652df2a90735ee17f14459413e36.npz,b2d3a86395f6e89402efff697ac9d09fd770652df2a90735ee17f14459413e36,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.1875,0.05,sv,100000,equal_total_shots,False,12800000,results/stage6_v1/end_to_end/measurements/b2d3a86395f6e89402efff697ac9d09fd770652df2a90735ee17f14459413e36.npz,b2d3a86395f6e89402efff697ac9d09fd770652df2a90735ee17f14459413e36,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.2,0,raw,10000,equal_total_shots,False,1280000,results/stage6_v1/end_to_end/measurements/40d220a1954d401af648a4863d174417ef3ebeb0e28178e48ad12add5cd28608.npz,40d220a1954d401af648a4863d174417ef3ebeb0e28178e48ad12add5cd28608,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.2,0,raw,100000,equal_total_shots,False,12800000,results/stage6_v1/end_to_end/measurements/40d220a1954d401af648a4863d174417ef3ebeb0e28178e48ad12add5cd28608.npz,40d220a1954d401af648a4863d174417ef3ebeb0e28178e48ad12add5cd28608,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.2,0,zne,10000,equal_total_shots,False,3839744,results/stage6_v1/end_to_end/measurements/93ec849b29c1e8054943e2f0d45c87d40ec35bfc2d97595e78b94af77b611a2c.npz,93ec849b29c1e8054943e2f0d45c87d40ec35bfc2d97595e78b94af77b611a2c,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.2,0,zne,100000,equal_total_shots,False,38399744,results/stage6_v1/end_to_end/measurements/93ec849b29c1e8054943e2f0d45c87d40ec35bfc2d97595e78b94af77b611a2c.npz,93ec849b29c1e8054943e2f0d45c87d40ec35bfc2d97595e78b94af77b611a2c,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.2,0,zne_quadratic,10000,equal_total_shots,False,3839744,results/stage6_v1/end_to_end/measurements/93ec849b29c1e8054943e2f0d45c87d40ec35bfc2d97595e78b94af77b611a2c.npz,4c05b27e7aa191c7d6738d945c03b8570d552cd05f2cdc2da70b7de04dee11b4,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.2,0,zne_quadratic,100000,equal_total_shots,False,38399744,results/stage6_v1/end_to_end/measurements/93ec849b29c1e8054943e2f0d45c87d40ec35bfc2d97595e78b94af77b611a2c.npz,4c05b27e7aa191c7d6738d945c03b8570d552cd05f2cdc2da70b7de04dee11b4,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.2,0,sv,10000,equal_total_shots,False,1280000,results/stage6_v1/end_to_end/measurements/d32c0fc22f3d39dacc0e14b83ca7e109af26647f4b935b240ec213f9137016b5.npz,d32c0fc22f3d39dacc0e14b83ca7e109af26647f4b935b240ec213f9137016b5,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.2,0,sv,100000,equal_total_shots,False,12800000,results/stage6_v1/end_to_end/measurements/d32c0fc22f3d39dacc0e14b83ca7e109af26647f4b935b240ec213f9137016b5.npz,d32c0fc22f3d39dacc0e14b83ca7e109af26647f4b935b240ec213f9137016b5,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.2,0.01,raw,10000,equal_total_shots,False,1280000,results/stage6_v1/end_to_end/measurements/11328b965af819841dd82b099df3b0895cb2df905fb5015c9bea40dc998b82ff.npz,11328b965af819841dd82b099df3b0895cb2df905fb5015c9bea40dc998b82ff,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.2,0.01,raw,100000,equal_total_shots,False,12800000,results/stage6_v1/end_to_end/measurements/11328b965af819841dd82b099df3b0895cb2df905fb5015c9bea40dc998b82ff.npz,11328b965af819841dd82b099df3b0895cb2df905fb5015c9bea40dc998b82ff,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.2,0.01,zne,10000,equal_total_shots,False,3839744,results/stage6_v1/end_to_end/measurements/d8b98f2f9cc6ea9ab32d756f48507857cf66062c9dd68ad4bcc593c68e23e905.npz,d8b98f2f9cc6ea9ab32d756f48507857cf66062c9dd68ad4bcc593c68e23e905,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.2,0.01,zne,100000,equal_total_shots,False,38399744,results/stage6_v1/end_to_end/measurements/d8b98f2f9cc6ea9ab32d756f48507857cf66062c9dd68ad4bcc593c68e23e905.npz,d8b98f2f9cc6ea9ab32d756f48507857cf66062c9dd68ad4bcc593c68e23e905,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.2,0.01,zne_quadratic,10000,equal_total_shots,False,3839744,results/stage6_v1/end_to_end/measurements/d8b98f2f9cc6ea9ab32d756f48507857cf66062c9dd68ad4bcc593c68e23e905.npz,e4225365d08908bfcd5a182dbe54fd040a783fca7e6002b0559bef325e4e9f28,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.2,0.01,zne_quadratic,100000,equal_total_shots,False,38399744,results/stage6_v1/end_to_end/measurements/d8b98f2f9cc6ea9ab32d756f48507857cf66062c9dd68ad4bcc593c68e23e905.npz,e4225365d08908bfcd5a182dbe54fd040a783fca7e6002b0559bef325e4e9f28,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.2,0.01,sv,10000,equal_total_shots,False,1280000,results/stage6_v1/end_to_end/measurements/3d8578acf3b6b60a29122cc9c60082c5fa78266b474489c4ad0ecf362df4ca31.npz,3d8578acf3b6b60a29122cc9c60082c5fa78266b474489c4ad0ecf362df4ca31,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.2,0.01,sv,100000,equal_total_shots,False,12800000,results/stage6_v1/end_to_end/measurements/3d8578acf3b6b60a29122cc9c60082c5fa78266b474489c4ad0ecf362df4ca31.npz,3d8578acf3b6b60a29122cc9c60082c5fa78266b474489c4ad0ecf362df4ca31,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.2,0.05,raw,10000,equal_total_shots,False,1280000,results/stage6_v1/end_to_end/measurements/9ae7df519261fae38486f36ad8068262c2ba8f6879a8573cf150fecb3483be7e.npz,9ae7df519261fae38486f36ad8068262c2ba8f6879a8573cf150fecb3483be7e,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.2,0.05,raw,100000,equal_total_shots,False,12800000,results/stage6_v1/end_to_end/measurements/9ae7df519261fae38486f36ad8068262c2ba8f6879a8573cf150fecb3483be7e.npz,9ae7df519261fae38486f36ad8068262c2ba8f6879a8573cf150fecb3483be7e,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.2,0.05,zne,10000,equal_total_shots,False,3839744,results/stage6_v1/end_to_end/measurements/76201c04ea6c2f4f1a198d2355ceb6fe9a242f6e9a5e423afb5f00d22f656a71.npz,76201c04ea6c2f4f1a198d2355ceb6fe9a242f6e9a5e423afb5f00d22f656a71,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.55,0.2,0.05,zne,100000,equal_total_shots,False,38399744,results/stage6_v1/end_to_end/measurements/76201c04ea6c2f4f1a198d2355ceb6fe9a242f6e9a5e423afb5f00d22f656a71.npz,76201c04ea6c2f4f1a198d2355ceb6fe9a242f6e9a5e423afb5f00d22f656a71,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
